param,sample_avg,sample_std,follow_avg,follow_std
1,0.00103071475029,0.00463616077949,0.000263895750046,0.00173316044668
2,0.00102333664894,0.0043715842488,0.000264349222183,0.00172613439816
3,0.00104003810883,0.00440874701643,0.000267381668091,0.00195438239929
4,0.00104621648788,0.00466183606276,0.000271234750748,0.00178279726929
5,0.00102550363541,0.00433261179414,0.00026676774025,0.00193062859014
6,0.00104925608635,0.00450744009622,0.000287144184113,0.0020625615467
7,0.00118299150467,0.00443806967888,0.000280997037888,0.00191369049529
8,0.00118412685394,0.00469786164021,0.000317823171616,0.00218184101828
9,0.00115386891365,0.00497424020067,0.000257894277573,0.00171918612978
10,0.00112620806694,0.00439776070541,0.000272621870041,0.00184610667529
